Fid,Airline,Flight,DateTime,Lat,Lon,Geoaltitude,Lat2,Lon2,Geoaltitude2,Lat3,Lon3,Geoaltitude3,Lat4,Lon4,Geoaltitude4,Lat5,Lon5,Geoaltitude5,Label
220.243.219.55-10.42.0.151-80-42899-6,GO_FIRST,G8-334,02-12-23 21:29,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
172.217.10.99-10.42.0.211-443-49819-6,GO_FIRST,G8-346,02-12-23 21:29,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.211-103.235.46.211-56422-443-6,GO_FIRST,G8-338,02-12-23 21:29,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
180.149.138.197-10.42.0.42-80-42705-6,GO_FIRST,G8-323,02-12-23 21:29,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.151-54.192.38.88-40947-443-6,Indigo,6E-5001,02-12-23 21:29,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,1
10.42.0.151-10.42.0.1-1337-53-17,Indigo,6.00E-218,02-12-23 21:29,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.1-10.42.0.42-53-48411-17,Indigo,6E-6278,02-12-23 21:29,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
222.73.28.96-10.42.0.211-80-56951-6,Indigo,6E-5328,02-12-23 21:29,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.211-77.234.42.92-39074-443-6,AirAsia,I5-764,02-12-23 21:29,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.211-10.42.0.1-32127-53-17,Air_India,AI-887,02-12-23 21:29,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
172.217.3.110-10.42.0.151-443-42014-6,Air_India,AI-665,02-12-23 21:29,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.42-91.190.217.47-48639-12350-6,Air_India,AI-805,02-12-23 21:29,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
216.58.217.132-10.42.0.151-443-35271-6,Air_India,AI-624,02-12-23 21:29,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.211-123.125.29.220-32831-80-6,GO_FIRST,G8-103,02-12-23 21:29,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
157.240.18.35-10.42.0.151-443-42866-6,GO_FIRST,G8-113,02-12-23 21:29,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
172.217.10.78-10.42.0.42-443-46249-6,Air_India,AI-441,02-12-23 21:29,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
172.217.6.234-10.42.0.42-443-35857-6,Vistara,UK-985,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.211-10.42.0.1-56200-53-17,SpiceJet,SG-8709,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
172.217.7.8-10.42.0.211-443-32960-6,SpiceJet,SG-8483,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.211-54.239.17.113-36142-443-6,Vistara,UK-977,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,1
172.217.9.238-10.42.0.151-443-41694-6,GO_FIRST,G8-336,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
216.58.219.196-10.42.0.211-443-35633-6,GO_FIRST,G8-330,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
172.217.10.14-10.42.0.151-443-57703-6,Vistara,UK-945,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
216.58.217.132-10.42.0.42-443-38318-6,Air_India,AI-868,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.211-10.42.0.1-10106-53-17,GO_FIRST,G8-392,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.211-104.254.66.16-39880-80-6,Indigo,6E-2022,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
239.255.255.250-10.42.0.1-1900-54300-17,Indigo,6E-2154,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.151-104.244.42.130-47234-443-6,Indigo,6E-6202,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.211-10.42.0.1-52542-53-17,Indigo,6E-5041,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
172.217.10.109-10.42.0.151-443-40042-6,Indigo,6E-2046,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,1
172.217.12.173-10.42.0.151-443-40686-6,Indigo,6E-549,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
198.105.244.11-10.42.0.151-80-37564-6,Vistara,UK-933,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
172.217.11.46-10.42.0.211-443-40558-6,Vistara,UK-683,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,1
203.205.158.63-10.42.0.211-80-54007-6,AirAsia,I5-747,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.151-13.107.3.128-51799-443-6,Air_India,AI-475,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.211-119.146.74.49-43298-443-6,Indigo,6E-2373,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.151-98.139.183.24-54237-80-6,Vistara,UK-829,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.211-10.42.0.1-64588-53-17,SpiceJet,SG-2976,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.42-66.231.239.96-34356-443-6,Air_India,AI-531,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,1
10.42.0.211-23.66.250.12-56761-443-6,GO_FIRST,G8-719,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.42-119.146.74.34-52738-80-6,Indigo,6E-369,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
220.243.237.154-10.42.0.211-5285-59564-6,Vistara,UK-871,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.211-77.234.44.79-50077-443-6,Vistara,UK-879,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.42-125.39.133.40-35984-80-6,Vistara,UK-871,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.151-10.42.0.1-27596-53-17,Indigo,6E-2168,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.151-10.42.0.1-37549-53-17,Indigo,6E-2193,02-12-23 21:30,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.1-10.42.0.42-53-26452-17,Air_India,AI-9643,02-12-23 21:31,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.42-14.17.42.57-36873-80-6,Vistara,UK-859,02-12-23 21:31,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
216.58.219.202-10.42.0.211-443-34703-6,Vistara,UK-815,02-12-23 21:31,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.211-31.13.71.1-37623-443-6,SpiceJet,SG-2976,02-12-23 21:31,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.211-103.235.46.39-47663-80-6,Indigo,6E-2193,02-12-23 21:31,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
172.217.9.238-10.42.0.211-443-49623-6,Indigo,6.00E-152,02-12-23 21:31,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.211-36.51.254.232-38048-443-6,Air_India,AI-479,02-12-23 21:31,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.211-10.42.0.1-64715-53-17,Indigo,6.00E-181,02-12-23 21:31,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.211-54.243.147.129-58678-443-6,SpiceJet,SG-2277,02-12-23 21:31,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
203.205.158.62-10.42.0.151-80-43194-6,GO_FIRST,G8-286,02-12-23 21:31,33.80716615,-84.47210312,777.24,33.80648804,-84.47191511,777.24,33.80648804,-84.47191511,777.24,33.80648804,-84.47191511,777.24,33.80648804,-84.47191511,777.24,0
222.73.28.96-10.42.0.211-80-56956-6,GO_FIRST,G8-119,02-12-23 21:31,33.80648804,-84.47191511,777.24,33.80648804,-84.47191511,777.24,33.80648804,-84.47191511,777.24,33.80648804,-84.47191511,777.24,33.80044556,-84.47090616,541.02,0
172.217.3.99-10.42.0.151-443-58012-6,Air_India,AI-504,02-12-23 21:31,33.80648804,-84.47191511,777.24,33.80648804,-84.47191511,777.24,33.80648804,-84.47191511,777.24,33.80044556,-84.47090616,541.02,33.79893494,-84.47096221,533.4,0
172.217.9.232-10.42.0.42-443-58183-6,Air_India,AI-504,02-12-23 21:31,33.80648804,-84.47191511,777.24,33.80648804,-84.47191511,777.24,33.80044556,-84.47090616,541.02,33.79893494,-84.47096221,533.4,33.79804191,-84.47113037,525.78,0
172.217.12.130-10.42.0.211-443-45619-6,Air_India,AI-803,02-12-23 21:31,33.80648804,-84.47191511,777.24,33.80044556,-84.47090616,541.02,33.79893494,-84.47096221,533.4,33.79804191,-84.47113037,525.78,33.796785,-84.47135925,518.16,0
172.217.10.106-10.42.0.42-443-48078-6,GO_FIRST,G8-717,02-12-23 21:31,33.80044556,-84.47090616,541.02,33.79893494,-84.47096221,533.4,33.79804191,-84.47113037,525.78,33.796785,-84.47135925,518.16,33.79543498,-84.4717598,502.92,0
10.42.0.211-23.206.166.62-49454-80-6,Vistara,UK-879,02-12-23 21:31,33.79893494,-84.47096221,533.4,33.79804191,-84.47113037,525.78,33.796785,-84.47135925,518.16,33.79543498,-84.4717598,502.92,33.79427118,-84.47216034,502.92,0
10.42.0.211-74.6.105.9-34076-80-6,Air_India,AI-9645,02-12-23 21:31,33.79804191,-84.47113037,525.78,33.796785,-84.47135925,518.16,33.79543498,-84.4717598,502.92,33.79427118,-84.47216034,502.92,33.7926884,-84.47290421,487.68,0
10.42.0.1-10.42.0.42-53-9044-17,Vistara,UK-951,02-12-23 21:31,33.796785,-84.47135925,518.16,33.79543498,-84.4717598,502.92,33.79427118,-84.47216034,502.92,33.7926884,-84.47290421,487.68,33.79180391,-84.47341919,480.06,0
10.42.0.211-66.198.24.225-47608-80-6,Air_India,AI-803,02-12-23 21:31,33.79543498,-84.4717598,502.92,33.79427118,-84.47216034,502.92,33.7926884,-84.47290421,487.68,33.79180391,-84.47341919,480.06,33.79083252,-84.47398906,464.82,0
10.42.0.151-10.42.0.1-1432-53-17,Vistara,UK-627,02-12-23 21:31,33.79427118,-84.47216034,502.92,33.7926884,-84.47290421,487.68,33.79180391,-84.47341919,480.06,33.79083252,-84.47398906,464.82,33.78982544,-84.47482985,449.58,0
10.42.0.211-103.235.46.212-60285-80-6,Indigo,6E-2092,02-12-23 21:31,33.7926884,-84.47290421,487.68,33.79180391,-84.47341919,480.06,33.79083252,-84.47398906,464.82,33.78982544,-84.47482985,449.58,33.78915043,-84.47542191,449.58,0
180.163.255.159-10.42.0.211-80-52115-6,Indigo,6E-5018,02-12-23 21:31,33.79180391,-84.47341919,480.06,33.79083252,-84.47398906,464.82,33.78982544,-84.47482985,449.58,33.78915043,-84.47542191,449.58,33.78822327,-84.47651143,434.34,1
10.42.0.151-10.42.0.1-54865-53-17,AirAsia,I5-784,02-12-23 21:31,33.79083252,-84.47398906,464.82,33.78982544,-84.47482985,449.58,33.78915043,-84.47542191,449.58,33.78822327,-84.47651143,434.34,33.78726196,-84.47819301,426.72,0
10.42.0.151-10.42.0.1-54743-53-17,Vistara,UK-899,02-12-23 21:31,33.78982544,-84.47482985,449.58,33.78915043,-84.47542191,449.58,33.78822327,-84.47651143,434.34,33.78726196,-84.47819301,426.72,33.78726196,-84.47819301,411.48,0
172.217.7.131-10.42.0.211-443-58291-6,GO_FIRST,G8-1404,02-12-23 21:31,33.78915043,-84.47542191,449.58,33.78822327,-84.47651143,434.34,33.78726196,-84.47819301,426.72,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
172.217.7.131-10.42.0.211-443-58306-6,GO_FIRST,G8-1404,02-12-23 21:31,33.78822327,-84.47651143,434.34,33.78726196,-84.47819301,426.72,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
10.42.0.211-123.125.29.220-37911-80-6,Air_India,AI-9911,02-12-23 21:31,33.78726196,-84.47819301,426.72,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
10.42.0.211-10.42.0.1-54081-53-17,Vistara,UK-801,02-12-23 21:31,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
10.42.0.211-10.42.0.1-41624-53-17,SpiceJet,SG-3002,02-12-23 21:31,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
10.42.0.211-23.21.51.186-44530-443-6,Indigo,6E-5063,02-12-23 21:31,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
192.229.173.173-10.42.0.42-80-43051-6,Air_India,AI-411,02-12-23 21:32,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
8.43.72.47-10.42.0.211-443-57487-6,Vistara,UK-809,02-12-23 21:32,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
206.126.112.142-10.42.0.151-443-39054-6,Vistara,UK-809,02-12-23 21:32,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
172.217.10.78-10.42.0.151-80-56579-6,Vistara,UK-809,02-12-23 21:32,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
10.42.0.211-10.42.0.1-29379-53-17,Indigo,6E-2102,02-12-23 21:32,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
209.10.120.26-10.42.0.211-80-35526-6,Vistara,UK-637,02-12-23 21:32,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
10.42.0.151-10.42.0.1-17807-53-17,Vistara,UK-835,02-12-23 21:32,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
172.217.10.42-10.42.0.211-443-43991-6,Vistara,UK-835,02-12-23 21:32,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,1
10.42.0.42-13.32.250.43-35001-443-6,Vistara,UK-833,02-12-23 21:32,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
172.217.12.195-10.42.0.151-443-33560-6,GO_FIRST,G8-266,02-12-23 21:32,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
158.85.58.119-10.42.0.211-5222-35131-6,Air_India,AI-764,02-12-23 21:32,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
172.217.10.42-10.42.0.42-443-59913-6,Vistara,UK-899,02-12-23 21:32,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,1
203.205.158.61-10.42.0.211-80-36228-6,Vistara,UK-813,02-12-23 21:32,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
10.42.0.151-10.42.0.1-9580-53-17,Vistara,UK-813,02-12-23 21:32,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
10.42.0.211-10.42.0.1-9973-53-17,Vistara,UK-813,02-12-23 21:32,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,1
10.42.0.211-74.6.105.13-41330-443-6,Indigo,6E-2338,02-12-23 21:32,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
10.42.0.42-95.213.11.181-58666-80-6,Vistara,UK-815,02-12-23 21:32,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
10.42.0.42-119.146.74.34-51605-80-6,Vistara,UK-815,12-01-24 17:35,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
10.42.0.211-52.84.26.207-38659-80-6,Vistara,UK-737,12-01-24 17:35,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
172.217.12.163-10.42.0.151-443-38538-6,Air_India,AI-762,12-01-24 17:35,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
172.217.10.74-10.42.0.151-443-41866-6,Indigo,6E-7403,12-01-24 17:35,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
10.42.0.211-125.39.133.40-59384-80-6,Indigo,6E-607,12-01-24 17:35,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
10.42.0.211-10.42.0.1-61471-53-17,Vistara,UK-953,12-01-24 17:35,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
172.217.10.3-10.42.0.151-443-36886-6,Vistara,UK-955,12-01-24 17:35,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
10.42.0.1-10.42.0.42-53-45509-17,Air_India,AI-429,12-01-24 17:35,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
192.229.173.173-10.42.0.151-80-59863-6,Indigo,6E-6722,12-01-24 17:35,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
172.217.10.99-10.42.0.151-443-36795-6,Indigo,6.00E-184,12-01-24 17:35,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
10.42.0.151-10.42.0.1-1617-53-17,Indigo,6E-2154,12-01-24 17:36,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
222.73.28.96-10.42.0.42-80-43521-6,Air_India,AI-540,12-01-24 17:36,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,1
180.149.153.187-10.42.0.211-443-42665-6,Air_India,AI-537,12-01-24 17:36,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,33.78726196,-84.47819301,411.48,0
